feature_1,feature_2,feature_3,feature_4,feature_5,category,target
2.2646895467651866,-0.3248662319138693,-0.8048353941160639,1.3939910710129084,0.7437372741050365,A,156.11832795502642
1.1956858876514107,2.0516365780411294,0.24792566077239575,0.7138727984725549,0.48906921851091445,A,276.0710045758211
-0.7356566515929469,-1.438349743538028,-0.2229778082737918,-0.5822878880890502,-0.033303643437156326,C,-154.71133921494987
1.1264461060836972,2.192341133000062,-1.4171894505781544,-0.18480126979569356,1.0004732025595127,A,226.5683530031483
-0.8340955629507839,1.7160212387637288,0.09378485512786326,-1.2461974108008156,-0.2764813938659848,B,4.947052495662919
-0.7792798821831882,0.023466931149985125,-0.873194863104832,0.7432396229160001,-0.7191088490999257,A,-29.771245036539113
0.8072458327493348,0.6667420583024896,-0.8617899617323127,0.15464695830652242,-0.5022840771057268,A,66.85942108056457
1.2132091494112636,1.6528306434215656,-1.0199175999407037,1.5721707455245997,2.374684081159903,C,338.35931525795183
-1.0686956645626833,-0.4041230876983628,0.13388101049396173,-0.4156201679951001,-0.8581165453307639,C,-132.52469543957676
1.497261764596144,0.4756257778486051,-1.0959807299956934,-0.07814999634472738,-0.8900435035583267,A,90.32210683588545
0.2625289342311894,-0.59056392396512,0.7819914586497986,-0.201181169327462,0.25874633701328287,B,-25.839022375479814
1.1694281506036326,-1.5303727835354102,0.6484684098900324,-0.31559292253684196,-1.404843729511503,C,-105.73688224314124
-0.39896111930572725,-0.4598402836225438,-0.1589322695023423,-0.1296118472618119,-1.6189930985670329,A,-140.63376966659027
-0.5428352727258043,0.25596126041803263,0.36997210995646945,0.8365348624301018,-0.5177103237827974,C,11.451307009607637
0.8286679333932737,1.5241709200825744,-0.9400243325459122,-1.711011377744365,0.688867823157304,A,118.91972497131962
1.2924157311662277,1.4864053343270034,0.1390276278573231,1.0356613009726354,0.053295297926488024,C,212.41247145994387
0.9821245347540062,-0.6438143084221281,-0.6794485372737618,-1.271152008623623,-0.6366358921147195,B,-107.38501059721912
1.3824530998046545,2.5170435808167455,0.059650798144701776,-0.8040410631197913,1.0512103916204925,A,253.3176529408036
0.3776567712462014,-0.6173997338175617,-0.5349710952215769,0.17642009199505382,0.5138557278315581,A,7.180479348584933
0.7749549514160828,-1.1837955788789352,0.8902307860952858,-1.2616593494056645,1.5229978230277117,A,-28.794250854044254
0.40198490447631846,-0.2798754657587593,0.3487211690012678,-0.1479448716224223,-1.3498723127845804,A,-82.1935033260244
1.1389259198954662,0.300952897229172,-0.27108907131230175,-0.8710946793796173,0.6649939071730533,C,22.56336462977314
0.8677652659829096,1.159326238789133,-0.10818732677193689,-0.7789874304146289,0.5156577625907814,C,124.50511267008474
-0.49653268249499694,-0.036154956128839,-0.7204087313879081,-0.14534862889461708,-1.8928285129098,C,-131.23869807032227
-0.19262957897418714,-0.839282691660151,-1.914697713420913,-1.879793014590239,-1.2823850637694754,A,-223.14645077547496
-1.4345324322275854,0.17579928341357,-0.5699702225960049,-0.9565373840790737,-0.9732727162100738,A,-175.38433834549866
0.509443151362378,-1.0496738900741227,-0.9227792823289825,0.10315450171117999,0.1958835731181117,B,-0.5078847207403285
-1.431121488809539,-1.407734216993298,-0.020262941966799085,0.3422412968275763,-0.19996875108006584,B,-161.510785954154
-1.0155220111183794,-1.4055224502397239,-0.7203788564881871,-0.18994710048463165,0.4736458038014906,C,-137.45968537134272
0.20926059072599593,-0.15219556133613973,-1.9962877535719,0.689513350296155,-1.652121193635466,A,-31.414618595742834
2.0561865040782807,-1.438400314139673,0.3448357579110623,-0.3929876047071072,1.8626733476090196,C,69.57333990486319
0.06798317529355445,0.6512301797948253,-0.5305920843071369,0.6541733544566217,0.2802505084008895,C,121.09782822567064
0.43838472959377267,0.5197209508203593,-1.0156598514913067,1.0050919604051363,0.7578758628819121,A,115.92851912516585
-0.273776445556961,-0.2080462517384023,-0.34573468272433766,0.05433560464819333,-0.24432421618894218,B,-60.23967325614723
0.5431253795722862,-1.264668702027948,0.2918395912696462,0.7514119455637641,0.43383886706363917,B,0.5227820646719927
-1.2281896613693675,-1.0888737597075673,0.4419964615729666,0.7057270023203083,-0.1410113401518933,B,-88.48182047702363
0.8838931126173458,-1.0848325873173328,0.1958650220376449,-2.3432619056402113,0.3575365158852867,C,-121.60575333816102
0.020851105673074855,0.4034688045583402,1.5570119538544784,1.3146419100637057,1.119447629064242,B,148.60972122057566
-0.4007697624617525,0.25524808995237647,0.4139452383108513,1.1271966853098272,0.38407459823340423,A,72.91268233399984
1.0208447538105867,-0.0034272984850992846,2.1614257722140398,0.21660358594736595,-1.4411125883693046,A,-7.539491335928949
0.36940453930555,0.22797515633072243,0.8283175843320866,-0.008624194130970216,-0.41746159568077185,B,-5.971031621507411
1.7160752857470487,0.44138544840303023,-2.0122132412046043,-0.26368735584239034,-1.5397395969014298,B,47.87895229098288
-0.5474460545926039,-0.12149633603316137,-0.556061131335386,-0.09935946717495034,-0.04266953345725209,B,-11.855721169457748
-1.0453826149100598,0.03144107283205245,-0.9521588903644851,-0.28260292140517074,-0.8049608691161796,A,-137.78894103139146
0.9082498004989915,-2.1494179024083486,0.6780763915459959,0.25184183674646055,0.16401923273091604,A,-55.560412373132216
-0.9594032395917776,0.7456940010284208,0.975765935312538,-0.6291632214398348,1.4931464210420158,A,56.98436166416804
-1.0210833955068233,-0.6080016596790213,0.6081694792261432,-1.956502689026599,1.7437828001463707,C,-128.58547984443834
-0.023246580922132935,-1.661739881991364,-0.6052473129357565,0.5263138479150011,0.795177268545873,A,-10.362197619547047
